unique_id,name,region,city,facility_type,facility_tier_label,latitude,longitude,region_mds,region_desert_label,service_gap_score,facility_integrity_risk,access_bonus,facility_desert_overlay,facility_desert_label,has_emergency_medicine,has_surgery,has_obstetrics,has_icu,has_radiology,has_infectious_disease,has_mental_health,has_pediatrics,ghost_probability_score,total_stat_anomalies,capability_is_valid,data_completeness_score,rag_quality_score,emergency_readiness_score,critical_care_score,accepts_volunteers,is_ngo,is_hospital,is_clinic,doctors,beds,schema_version
c6955d0a-7c02-4669-8605-6556d5dbda7c,Zebilla District Hospital,Volta,Lamboya,hospital,Secondary,6.8,0.3,0.508,Marginal,0.8,0.7748,0.033,0.6669,Moderate Desert,False,False,True,False,False,False,False,False,0.91,1,False,0.301,0.22,0.0,0.0,False,False,True,False,0,0,v12
a524fe71-c1ff-4c97-9ea7-0a8ce1ce52dc,Makango Clinic,Volta,Kabiase Gonja,hospital,Secondary,9.4,-1.0,0.508,Marginal,1.0,0.4635,0.072,0.6663,Moderate Desert,False,False,False,False,False,False,False,False,0.54,0,False,0.386,0.48,0.0,0.0,False,False,True,False,0,0,v12
e28876cb-e684-4be8-8fe7-6b1d43441789,KLIMOVIC MEMORIAL HOSPITAL,Central,Winneba,clinic,Primary/Clinic,5.35,-0.6333,0.5883,Marginal,1.0,0.18,0.051,0.6661,Moderate Desert,False,False,False,False,False,False,False,False,0.25,0,False,0.531,0.34,0.0,0.0,False,False,False,True,0,0,v12
43c09606-ad55-4acc-a2ff-16dca4975bda,Wind of Change Eyecare and Optical Centre,Central,Cape Coast,eye_clinic,Primary/Clinic,5.1053,-1.2466,0.5883,Marginal,1.0,0.2135,0.102,0.666,Moderate Desert,False,False,False,False,False,False,False,False,0.14,0,False,0.701,0.68,0.0,0.0,False,False,False,True,0,0,v12
a6673079-19e9-4ea0-8bbc-12ac4da84a2d,Adidome Government Hospital,Volta,Adidome,hospital,Secondary,5.8833,0.5833,0.508,Marginal,1.0,0.4375,0.036,0.666,Moderate Desert,False,False,False,False,False,False,False,False,0.4,0,False,0.401,0.24,0.0,0.0,False,False,True,False,0,0,v12
378071a9-151b-4978-85f8-b8eb36d9a986,Sam Jonah Hospital,Western,Tarkwa,hospital,Secondary,5.3003,-1.9936,0.5425,Marginal,1.0,0.342,0.069,0.6657,Moderate Desert,False,False,False,False,False,False,False,False,0.43,0,False,0.4135,0.46,0.0,0.0,False,False,True,False,0,0,v12
0788b965-cb3b-48b2-9edf-338124e4f677,Tamale West Hospital,Northern,Tamale,hospital,Secondary,9.4075,-0.8533,0.599,Marginal,1.0,0.159,0.0765,0.6657,Moderate Desert,False,False,False,False,False,False,False,False,0.21,0,False,0.536,0.51,0.0,0.0,False,False,True,False,0,0,v12
2fa3f611-af3a-4dcb-9806-0ec25422b039,Kate Afram Clinic,Western North,Bibiani,clinic,Primary/Clinic,6.45,-2.35,0.6671,Moderate Desert,0.8,0.271,0.0945,0.6647,Moderate Desert,False,False,True,False,False,False,False,False,0.39,0,False,0.461,0.63,0.0,0.0,False,False,False,True,0,0,v12
e65383bd-1c39-42cc-aaad-56f8c2225ffb,Life Sciences Medical Centre,Central,Cape Coast,clinic,Primary/Clinic,5.1053,-1.2466,0.5883,Marginal,1.0,0.2065,0.1065,0.6645,Moderate Desert,False,False,False,False,True,False,False,False,0.06,0,False,0.82,0.71,0.0,0.0,False,False,False,True,0,0,v12
4d389f6b-314f-471a-93a6-862cf9d78b47,St. Marys Anglican Clinic,Ashanti,Apinkra,clinic,Primary/Clinic,6.6885,-1.6244,0.4831,Marginal,1.0,0.528,0.063,0.6645,Moderate Desert,False,False,False,False,False,False,False,False,0.72,0,False,0.301,0.42,0.0,0.0,False,False,False,True,0,0,v12
806356e2-8046-4b47-973d-0a6bcc008b4e,Ahenema Kokoben Health Centre,Ashanti,Kumasi,clinic,Primary/Clinic,6.6885,-1.6244,0.4831,Marginal,1.0,0.5095,0.036,0.6644,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.391,0.24,0.0,0.0,False,False,False,True,0,0,v12
795b150d-a461-474f-8c85-f67f8acad73a,Rabito Clinic,Ashanti,Kumasi,hospital,Secondary,6.6885,-1.6244,0.4831,Marginal,1.0,0.5095,0.036,0.6644,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.431,0.24,0.0,0.0,False,False,True,False,0,0,v12
48296943-535f-4e7a-ae7e-be4dcb99f388,"Baiden Ghartey Hospital, Pedu",Central,Cape Coast,hospital,Secondary,5.1053,-1.2466,0.5883,Marginal,0.8,0.5095,0.0645,0.6641,Moderate Desert,False,False,False,False,False,False,False,True,0.58,0,False,0.391,0.43,0.0,0.0,False,False,True,False,0,0,v12
a8da84f9-3e55-4a3d-b647-0daf1162228c,EGAM CLINIC,Western,Sekondi,clinic,Primary/Clinic,4.9333,-1.7,0.5425,Marginal,1.0,0.317,0.051,0.6637,Moderate Desert,False,False,False,False,False,False,False,False,0.43,0,False,0.386,0.34,0.0,0.0,False,False,False,True,0,0,v12
af28734e-d217-4efd-9719-cbdf24b29675,St Theresas Health Centre,Unknown,Nope,clinic,Primary/Clinic,7.9465,-1.0232,0.5306,Marginal,1.0,0.361,0.0585,0.6636,Moderate Desert,False,False,False,False,False,False,False,False,0.39,0,False,0.361,0.39,-0.1,0.0,False,False,False,True,0,0,v12
dc1f0066-6ad3-4ecb-9a90-6efa7203a93f,Juaben Government Hospital,Ashanti,Juaben,hospital,Secondary,6.8,-1.4167,0.4831,Marginal,1.0,0.5095,0.0435,0.6636,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.391,0.29,0.0,0.0,False,False,True,False,0,0,v12
629d70bd-38e8-4e89-8366-41ab25cab56d,"St.Joseph Hospital, Nkwanta",Oti,Nkwanta,hospital,Secondary,8.2833,0.5,0.509,Marginal,1.0,0.4125,0.036,0.6628,Moderate Desert,False,False,False,False,False,False,False,False,0.4,0,False,0.541,0.24,0.0,0.0,False,False,True,False,0,0,v12
7ce0ac5b-6aa7-4628-bd87-15897474ec00,Neighbourhood Hospital,Ashanti,Obuasi,hospital,Secondary,6.2,-1.6667,0.4831,Marginal,1.0,0.5095,0.054,0.6626,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.4135,0.36,0.0,0.0,False,False,True,False,0,0,v12
ec0275d1-76a4-4947-b720-8ff4d8cfa124,Swedru Municipal Hospital,Volta,Agona Swfru,hospital,Secondary,6.8,0.3,0.508,Marginal,1.0,0.4365,0.069,0.6626,Moderate Desert,False,False,False,False,False,False,False,False,0.41,0,False,0.4685,0.46,0.0,0.0,False,False,True,False,0,0,v12
b6f22662-b83b-49f0-b269-3e669cbd5ba8,Agogo Hospital,Ashanti,Atonsu,hospital,Secondary,6.65,-1.6333,0.4831,Marginal,1.0,0.5095,0.054,0.6626,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.4135,0.36,0.0,0.0,False,False,True,False,0,0,v12
44567f37-d6b9-4078-b5e0-bd44a6f4d9c4,GCD Hospital,Eastern,Akwatia,hospital,Secondary,6.0333,-0.8,0.4964,Adequate,1.0,0.483,0.084,0.6623,Moderate Desert,False,False,False,False,False,False,False,False,0.67,0,False,0.346,0.56,0.0,0.0,False,False,True,False,0,0,v12
69327ae7-7787-4a27-a396-f2277dfe24fc,Health Plus Clinic,Western,Tarkwa,clinic,Primary/Clinic,5.3003,-1.9936,0.5425,Marginal,1.0,0.3265,0.0795,0.6623,Moderate Desert,False,False,False,False,False,False,False,False,0.36,0,False,0.576,0.53,0.0,0.0,False,False,False,True,0,0,v12
d69de185-2005-4756-882d-ccc8b7e32734,Merkot Pharmacy,Central,Accra,pharmacy,Other,5.6037,-0.187,0.5883,Marginal,1.0,0.1815,0.096,0.6618,Moderate Desert,False,False,False,False,False,False,False,False,0.21,0,False,0.5775,0.64,0.0,0.0,False,False,False,False,0,0,v12
0fac7b4a-8916-4e7c-9cda-5827335c328c,Peace And Love Hospital,Ashanti,Kumasi,hospital,Secondary,6.6885,-1.6244,0.4831,Marginal,1.0,0.5095,0.0645,0.6615,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.4135,0.43,0.0,0.0,False,False,True,False,0,0,v12
3f5c2a7a-79f6-4fff-9dbb-a07493110a77,God's Glory Hospital ( Kronom ),Ashanti,Kumasi,hospital,Secondary,6.6885,-1.6244,0.4831,Marginal,1.0,0.5095,0.0645,0.6615,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.4135,0.43,0.0,0.0,False,False,True,False,0,0,v12
08761e7c-7206-414c-b221-6d4bd3e85d17,"Trustcare Hospital. South Suntreso, Kumasi",Ashanti,Kumasi,hospital,Secondary,6.6885,-1.6244,0.4831,Marginal,1.0,0.5095,0.0645,0.6615,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.4135,0.43,0.0,0.0,False,False,True,False,0,0,v12
be1f2eae-dfd4-45b9-a7ab-b143c88d2769,Anyinasusu SDA Centre,Ashanti,Anyinasusu,clinic,Primary/Clinic,7.5,-1.75,0.4831,Marginal,1.0,0.5055,0.066,0.6608,Moderate Desert,False,False,False,False,False,False,False,False,0.67,0,False,0.301,0.44,0.0,0.0,False,False,False,True,0,0,v12
9b02d3ba-5156-4074-abb9-7e2560960f93,New Hope Clinic,Western,Enyinabrim,clinic,Primary/Clinic,6.85,-1.2333,0.5425,Marginal,1.0,0.3185,0.087,0.6603,Moderate Desert,False,False,False,False,False,False,True,False,0.39,0,False,0.3685,0.58,0.0,0.0,False,False,False,True,0,0,v12
d50c4e92-f0a4-40e6-9d70-c4ee0b21c267,Nkonya Community Clinic,Western,Nkonya,clinic,Primary/Clinic,7.15,0.4167,0.5425,Marginal,1.0,0.3185,0.087,0.6603,Moderate Desert,False,False,False,False,False,False,False,False,0.39,0,False,0.3685,0.58,0.0,0.0,False,False,False,True,0,0,v12
2d9be883-cf91-474e-804e-49b7959e82ea,Cheerful Hearts Foundation,Central,Kasoa,,Other,5.51,-0.435,0.5883,Marginal,1.0,0.205,0.146,0.6603,Moderate Desert,False,False,False,False,False,False,False,False,0.25,0,False,0.4635,0.64,0.0,0.0,False,True,False,False,0,0,v12
c9ee20f0-88b7-4f6b-a31d-ef8f8880f7a6,Divine Sanitas Medical Center,Central,Kasoa,clinic,Primary/Clinic,5.51,-0.435,0.5883,Marginal,1.0,0.159,0.078,0.6602,Moderate Desert,False,False,False,False,False,False,False,False,0.21,0,False,0.636,0.52,0.0,0.0,False,False,False,True,0,0,v12
a1ad6064-cc54-44d0-9fa8-c0f7ae0581d5,Smile Family Clinic,Northern,Bimbila,clinic,Primary/Clinic,9.8667,0.0667,0.599,Marginal,1.0,0.134,0.096,0.66,Moderate Desert,False,False,False,False,False,False,False,False,0.21,0,False,0.6985,0.64,0.0,0.0,False,False,False,True,0,0,v12
eb9c5aff-419a-46df-a10d-8f2e4d1072d4,Savanna Opticals,Northern,Tamale,clinic,Primary/Clinic,9.4075,-0.8533,0.599,Marginal,1.0,0.134,0.096,0.66,Moderate Desert,False,False,False,False,False,False,False,False,0.21,0,False,0.6835,0.64,0.0,0.0,False,False,False,True,0,0,v12
d7580046-d059-4754-84df-2d73f30e173b,Swedru Hospital,Central,Agona Swedru,hospital,Secondary,5.5333,-0.6833,0.5883,Marginal,1.0,0.159,0.084,0.6596,Moderate Desert,False,False,False,False,False,False,False,False,0.21,0,False,0.5585,0.56,0.0,0.0,False,False,True,False,0,0,v12
